x,y
486738.149808224,2532890.2742193765
486715.75504989066,2532924.296931877
486721.8762728073,2532875.390029793
486710.243964474,2532915.7580693765
486731.852226974,2532868.620356877
486706.7446228073,2532891.205061043
486720.40749780735,2532904.996217293
486735.809058224,2532906.84057146
486737.891589474,2532905.14973396
486735.577295724,2532904.9282006267
486731.989726974,2532902.991281877
486639.9438103073,2532568.06810271
486715.229914474,2532922.756194377
486723.0859290573,2532874.8751756265
486712.57947489066,2532884.8217318766
486706.9943728073,2532871.08404021
486720.41390614066,2532919.8515756265
486641.74831030733,2533040.9717485434
486793.859726974,2533539.843394377
487169.85004364065,2530343.455448543
486935.679258224,2530054.51647771
487165.8172686407,2530328.89979646
486959.003170724,2530195.66127771
487171.042039474,2530322.635981877
486966.686226974,2530191.260206877
487169.90750614065,2530333.8047360433
486957.39777489065,2530196.45929646
487167.861664474,2530325.5874068765
487169.0750665573,2530322.9101360436
486960.3553061407,2530195.9541256265
486976.035608224,2530187.22822771
487046.82694780733,2530642.80824646
486961.44165614067,2531005.6797485435
487047.42538530735,2530627.152956877
487259.15451864066,2530630.477613127
486949.58851864067,2530674.510706877
486985.2427686407,2530994.09615271
486912.2168373907,2530971.7656756267
486973.10030614067,2530680.7167985435
487045.73217489064,2530665.414781877
487261.4875603073,2530630.49204021
487062.0042478073,2530646.73722771
487269.4408936407,2530627.53852771
486950.36258739064,2530670.6872693766
486946.39263530733,2530674.3042693767
486918.16283530736,2530682.078269377
486913.931239474,2530973.28944021
487032.040408224,2530626.736581877
486964.04521239066,2531127.3289672933
487148.68274780735,2531120.7596797934
487085.2079873907,2531193.369775627
487071.01181239064,2531177.8818318765
487205.626308224,2531384.975086043
487149.8350103073,2531146.1273318767
487085.5449936407,2531315.051969377
486969.411876974,2531490.7930756267
487299.822414474,2531278.007456877
487200.49313114065,2531317.5810672934
487209.655339474,2531228.95285271
486928.817276974,2531482.3229131266
487218.470395724,2531271.554144377
486899.00659780734,2531412.661069377
487239.513101974,2531225.255404793
487232.338570724,2531242.1938943765
487214.46249780734,2531202.7667631265
487217.88648530736,2531512.699724585
487224.010864474,2531249.98327146
487164.12774780736,2531170.6975818765
487067.4831103073,2531183.8448110432
487188.59678114066,2531204.5200506267
486930.28468530736,2531481.44280271
487081.7841936407,2531339.36455271
487119.50063114066,2531523.716222085
487266.1368936407,2531484.29720896
487186.0962811407,2531290.2338943765
487187.0621561407,2531381.6710756267
487172.821476974,2531380.8982672933
486831.39789614064,2531414.03467771
487182.0997478073,2531391.9995318768
487193.1840103073,2531247.72330271
487060.309920724,2531205.12322771
487071.1044353073,2531484.0376393767
486902.650976974,2531414.2087860433
487157.34948530735,2531161.780186043
487142.589470724,2531514.6982984394
487145.92539364065,2531334.74414021
487179.1609353073,2531236.8306547934
487181.1478603073,2531210.463194377
487204.55453114066,2531232.2405610434
487177.96825405734,2531337.55700896
487222.65574780735,2531215.5356860436
487255.725039474,2531266.031394377
487099.60267280735,2531466.46892146
486992.1124915573,2531370.62772771
487083.65983114066,2531476.08249021
487198.088464474,2531252.942186043
487073.1696561407,2531205.8657547934
486943.307701974,2531413.3265693765
487215.3864478073,2531890.7890818766
487017.87224989064,2531569.56604021
487090.44337280735,2531673.8203318766
486964.589264474,2531763.466311043
487213.39701864065,2531904.586886043
487253.447539474,2531958.6423693765
487141.13239364064,2531558.4187068767
487290.0712686407,2532025.3466212517
487222.9796728073,2531919.13821521
486921.1290436407,2531803.48099021
487292.5710603073,2532029.6966931266
487285.8146853073,2532003.6089729182
487233.33215614065,2531934.3074860433
487266.469539474,2531975.8503016685
487180.0477686407,2531568.78897771
486962.4927748907,2531757.19409021
487014.9683103073,2531570.9017068767
487143.4362061407,2531560.14391521
487227.282626974,2531931.6145943766
487290.34537280735,2532023.53967396
486965.38084364065,2531767.0689568766
487024.93611655734,2531563.0092068766
487161.40976864065,2531560.7743318765
487075.95612280734,2532472.29637771
487047.239101974,2532511.31863396
487299.12512280734,2532178.696561043
487231.29712489067,2532385.8084860435
487308.3766436407,2532420.4223985435
487152.809989474,2532462.9183797934
487221.78646864067,2532471.05619646
487047.6665998907,2532344.3699047933
487305.92183114064,2532427.83336521
487162.0221436407,2532358.264979793
487020.02271239064,2532396.16945271
487235.9784853073,2532393.8182985433
487240.20211030735,2532387.01970271
487289.87549780734,2532437.634142293
486990.0062061407,2532474.6106068767
487071.91508114064,2532443.9074235433
487018.2491811407,2532391.495219377
487045.23110614065,2532346.4462485434
487206.326614474,2532457.7722693766
487048.14676864067,2532357.11057771
487244.481914474,2532395.714188127
487307.38112280733,2532412.3254360436
487103.0299498907,2532450.96380896
487180.77671864064,2532464.027544377
487273.94176864065,2532438.60259021
487038.14368530735,2532407.632548543
487050.29452489066,2532361.3528047935
487059.80486655736,2532294.590675627
487229.110508224,2532432.51157771
487060.69471864065,2532352.5210256265
487070.97271030734,2532348.67025271
487096.657976974,2532449.029656877
487245.265726974,2532392.38443396
487218.498776974,2532404.82540896
487194.1342561407,2532441.9206318767
487048.66281864065,2532356.9179360433
487261.640164474,2532410.640906877
487151.313039474,2532367.5787735432
486949.739939474,2532792.4955047932
487071.81224780733,2532555.0744360434
487052.3702353073,2532591.4673735434
486900.2730978073,2532866.10295271
486908.917258224,2532826.28369646
486923.35051239067,2532808.07667146
486905.7548373907,2532849.1503318767
486921.57306030736,2532581.7747693765
487021.2855290573,2532579.45335271
486841.313182599,2532966.92042771
487008.678970724,2533373.59250896
486978.8069103073,2533268.52464646
486896.18001030735,2533438.392063127
487039.293383224,2533364.649925627
486951.137164474,2533448.831354793
486884.853664474,2533439.7473547934
486885.993239474,2533261.9616860435
486878.843883224,2533439.59822771
486900.74148114066,2533445.94344021
486989.80864780734,2533385.72979646
486901.00759780733,2533443.6693818765
486972.531758224,2533267.1952256267
487017.64149780734,2533344.36160271
487020.0342686407,2533343.2968193768
486886.069106974,2533450.0658131265
487019.1892165573,2533705.19950896
487118.743083224,2534015.305057918
486875.453028224,2533640.8988422933
487049.4712478073,2533803.6164360433
487279.472664474,2533927.034606877
486891.0932978073,2534014.347794168
486905.840020724,2533981.63782146
486976.33880614064,2533764.118238127
486862.555819474,2533815.495544377
486965.700014474,2533773.04379021
486907.6839353073,2534025.900169627
486878.153308224,2533852.79943396
486921.06829989067,2533687.9432068765
486887.8717165573,2533865.3341485434
486924.5936040573,2534012.047783335
487040.580614474,2533947.9023943767
486980.91421239066,2533923.0464860434
487120.3991186407,2534014.2445485434
487316.761164474,2533940.46270271
486954.895014474,2533911.243375627
486864.77609114064,2533853.3279006267
486860.42541780736,2533862.7265610434
486878.4036728073,2533824.2361318767
487020.14064364065,2533950.02524021
487243.553633224,2533930.0480256267
487014.50238530734,2533936.046600627
486982.6307228073,2533915.263231877
486955.1432936407,2533922.8437985433
486987.32838739065,2533901.1822797935
486977.620195724,2533759.5497068767
486973.82167280733,2533746.033298543
487176.09688739065,2534399.327331877
487270.25793530734,2534275.6459756265
487237.25968530733,2534397.9816860436
487233.483101974,2534400.6796193765
487170.232664474,2534422.87771521
487180.18319780735,2534422.3756756266
487288.6648936407,2534285.084217293
486916.016089474,2534064.641894377
487235.75858114066,2534114.10354021
487295.81508114067,2534289.93565271
486911.57393114065,2534089.10616521
487129.120633224,2534260.82847771
486915.86144155735,2534069.89622771
486919.3424540573,2534095.1782693765
487233.94851864065,2534406.99004021
487179.955070724,2534417.445869377
486922.56488739065,2534098.9393943767
486948.30034989066,2534101.30791521
487250.31762280734,2534106.208769377
486914.68737905734,2534079.1698110434
487130.845164474,2534121.4680110435
487264.3671228073,2534274.8690818767
486914.212401974,2534043.7251860434
487235.30778114067,2534394.9475610433
487268.6949353073,2534277.07835271
486908.1930478073,2534087.3701443765
487281.0440603073,2534456.3108735434
486946.0769915573,2534100.8718110435
487297.404664474,2534457.0150635433
487286.968476974,2534459.2794268765
487205.14512489067,2534931.48972771
487218.4798936407,2534836.2969006267
487225.65962280735,2534632.66305896
487231.6095811407,2534642.2380964602
487235.48803114065,2534650.869256877
487222.0116853073,2534624.04237771
487295.24895614065,2534779.1851881268
487166.4678311407,2534946.31683396
487276.023664474,2535104.137081877
487288.5378311407,2535118.691881877
487247.12237280735,2535040.105144377
487276.09026864066,2535105.39666521
487328.55488124484,2531015.131444585
487363.66909364064,2531051.712894377
487362.86754780734,2531048.7207693765
487432.352020724,2531246.5020068767
487397.120133224,2531446.7805193765
487427.9911290573,2531432.30441521
487388.876289474,2531245.68966521
487422.7054915573,2531257.116006877
487424.786820724,2531255.72130271
487426.042133224,2531254.025144377
487423.618039474,2531255.83971521
487386.532539474,2531334.7309506265
487384.704408224,2531274.0842693765
487370.059817599,2531934.481575627
487374.039883224,2531932.9834735435
487357.75544489064,2531921.2220506268
487371.345589474,2531927.14950271
487444.725158224,2532453.4625610434
487489.3105186407,2532519.25632021
487395.569108224,2532479.8531393767
487398.6678998907,2532402.2679110435
487425.17939780734,2532459.8518881267
487415.10459364066,2532528.8494986477
487406.33506655734,2532072.938748543
487433.1293186407,2532467.7742922935
487411.0824040573,2532073.600519377
487419.0693498907,2532526.174484168
487406.195570724,2532493.151532918
487433.341058224,2532279.04040271
487420.14338739065,2532465.939238127
487410.619464474,2532421.890106877
487451.7892353073,2532514.4550797935
487416.952326974,2532455.16921521
487458.1853748907,2532532.2067867056
487515.75546030735,2532454.9641047935
487412.7628853073,2532460.08109646
487443.6528915573,2532479.2474704185
487397.224983224,2532457.23449021
487431.27074364066,2532467.32314021
487437.94752280734,2532291.1029047933
487448.48161239066,2532530.5939822933
487420.61079364066,2532532.86379271
487407.0329228073,2532474.86567771
487400.050208224,2532416.0068381266
487430.7919061407,2532487.66022146
487414.7204228073,2532457.8546818765
487452.545489474,2532454.9381360435
487429.69744989066,2532484.75163396
487432.627164474,2532465.15910896
487417.752564474,2532456.1703860434
487449.35757489066,2532298.64520271
487431.21966030734,2532317.119317293
487412.3839040573,2532462.83850271
487441.453301974,2532463.9094318766
487511.6796790573,2533027.9072600016
487479.60873530735,2532982.43800396
487719.6513103073,2532730.0308422935
487610.343758224,2532715.1856297934
487552.99087280734,2533004.09624271
487719.10131030733,2532750.1720818765
487566.41592280735,2532959.5377922934
487534.2876561407,2532942.95969021
487541.3739353073,2533024.2219143766
487544.331914474,2532999.1176329185
487689.746714474,2532864.692686043
487686.14589364064,2532829.1714672935
487524.55831030733,2533014.4942235434
487724.316414474,2532689.729150627
487698.2232061407,2532725.36897771
487683.343476974,2532690.59041521
487663.2965978073,2532788.8372735432
487740.88738739066,2532864.0395922936
487595.6333290573,2532730.17016521
487470.027683224,2532548.3945818767
487638.62237280735,2532779.8731235433
487711.40099780733,2532754.1514568767
487621.6312665573,2533011.0387922935
487700.800989474,2532785.17450896
487460.14657280734,2532544.27554021
487590.9351748907,2532988.60322021
487614.78726864065,2532639.988461043
487638.316333224,2532768.5183839602
487544.092533224,2532978.61086521
487476.3075353073,2532597.16622771
487619.45259155735,2532669.4673318765
487490.44540405733,2532613.96375896
487685.7258728073,2532749.8249360435
487567.1500811407,2532994.0764956265
487750.59399780736,2532795.43952146
487639.07201864064,2532751.2584443768
487721.74706864066,2532738.9623256265
487455.405083224,2532910.81631521
487605.28686030733,2533004.882188127
487641.4189228073,2532723.9736235435
487540.01961239066,2532658.747388127
487732.1200686407,2533025.389976877
487692.307601974,2532835.395856877
487555.4453728073,2532601.0951860435
487519.888945724,2532645.5821860433
487711.1768415573,2532840.625475627
487670.630476974,2532819.91857146
487543.5363873907,2532890.894567293
487693.54256864067,2532754.4927006266
487538.18563114066,2532990.979986043
487652.76742489066,2532763.941498543
487538.500914474,2532969.2091631265
487613.22808114067,2532959.8059797934
487707.208839474,2532721.10040271
487600.235289474,2532984.4886110434
487507.3946728073,2532929.64494646
487610.08351864066,2532744.4290610435
487528.66476864065,2532964.77247771
487653.5962478073,2532750.5594672933
487700.619476974,2532849.9326110436
487701.7687748907,2532864.244250627
487571.19214364066,2532950.411598543
487698.15240614064,2532829.6426964602
487722.720233224,2532786.5349631268
487598.500364474,2532639.0957818767
487556.5886436407,2532646.2445610436
487623.3950873907,2532985.5296235434
487495.9198228073,2532634.6966235433
487488.536158224,2532547.10641521
487528.5082603073,2532557.2646443765
487599.0779561407,2532845.27959646
487598.1642290573,2532884.142056877
487645.9569665573,2532759.905873543
487635.34150405735,2532730.3356360435
487489.234076974,2533005.290308335
487551.72951864067,2532984.1161060436
487676.72513530735,2533028.442866043
487509.82121864066,2532961.532886043
487677.867520724,2532840.49623396
487715.8030498907,2532844.54880271
487721.625039474,2532810.8977443767
487777.8494353073,2532875.90645271
487513.223033224,2532976.22237146
487634.3828103073,2532960.2095568767
487692.090195724,2532699.15952771
487522.1095123907,2532933.8096047933
487641.50793530734,2532710.0048943767
487582.6541228073,2532984.5618568766
487421.671470724,2532967.7976672933
487594.361476974,2532969.77381521
487569.6510811407,2533029.82474946
487587.631476974,2532975.36892771
487680.6628603073,2532875.4381568767
487556.15218530735,2532995.607756877
487605.99389364064,2532969.5622943765
487581.59061239066,2532970.624313127
487563.72861239064,2533018.00433396
487702.468383224,2532735.05991521
487522.67169155733,2532999.170781877
487621.1207165573,2532744.8021235433
487628.3833311407,2532829.19845271
487638.64938114065,2532739.44750896
487685.2786853073,2532909.0222297935
487703.282789474,2532795.19846521
487663.628776974,2532774.0769485435
487582.366614474,2532938.96799021
487666.35387489066,2533028.42717521
487778.88687280734,2533003.660886668
487528.284714474,2533009.2028947934
487611.40174780734,2532698.67296521
487750.5425186407,2532870.317431877
487553.917789474,2532951.4464943768
487729.80813114066,2532860.990706877
487596.96706030733,2532865.61744021
487505.004245724,2532971.881713127
487528.44960614067,2532990.12490771
487578.12468114065,2532694.5621985435
487677.684801974,2532783.7413860434
487446.0087686407,2532953.3549068766
487588.0343311407,2532995.029611043
487604.389970724,2532642.9339068765
487606.0008623907,2532675.486617293
487532.80767905735,2533001.8896756265
487717.26337905735,2532849.94772146
487697.66343530733,2532714.6765943766
487591.135539474,2532945.4563610433
487551.2876623907,2532667.7994360435
487736.04874989064,2532880.9923443766
487709.46061239066,2532829.2881172933
487602.3627686407,2532976.1111360434
487608.13570614066,2532671.2537214602
487661.81783114065,2532814.1381756268
487571.975401974,2532682.980331877
487690.887039474,2532679.848904793
487689.8021853073,2532770.14135271
487582.61017489067,2532700.9337818767
487728.23524780734,2532820.6700693765
487573.885164474,2532965.828961043
487633.5918311407,2533020.1801904184
487522.54724155733,2532959.1953672934
487664.8511853073,2532895.76089646
487668.96115405735,2532805.6543943766
487658.0350186407,2532804.59010271
487624.7878603073,2533024.67322521
487677.977614474,2532795.725219377
487707.0637686407,2532885.28900896
487671.3235603073,2532835.4516985435
487618.12501239066,2532788.9481422934
487587.185083224,2532778.61559646
487481.96807280736,2533000.3692443767
487744.909164474,2532953.74197146
487662.652601974,2532826.5703735435
487446.04541239067,2532980.863035002
487696.834839474,2532855.09997771
487510.83197280735,2532982.6301600016
487682.756026974,2532729.4761547935
487574.53168114065,2532690.44494021
487691.73768530734,2532810.2251235433
487519.52204989066,2532598.59110271
487734.50125405734,2532769.6401943765
487537.454014474,2532919.35339646
487577.514814474,2532945.27214646
487627.52670614066,2532740.241831877
487534.48467280733,2532906.831742293
487563.0357790573,2532964.96435896
487618.1062478073,2532773.38024021
487590.8677686407,2532910.1786860432
487590.201739474,2532892.11573396
487494.96149780735,2532926.6431089602
487632.47490614065,2532836.66215896
487677.792726974,2532773.0044735433
487727.2318373907,2533026.348491877
487670.3844248907,2532833.1021943768
487691.4045061407,2532850.09305896
487697.7419165573,2532840.25626521
487520.42734780733,2533005.07966646
487703.9176290573,2532809.42479021
487718.446058224,2532888.9641235434
487492.046383224,2533015.1684425017
487533.4900540573,2533020.451439793
487673.189664474,2532763.93834646
487572.10438530735,2532968.94412771
487587.8713728073,2532736.0431860434
487558.34979989065,2532990.1389985434
487627.72562280734,2532804.687123543
487633.302908224,2532985.2513547936
487461.144695724,2532549.6415818767
487706.38906655734,2532819.5500610434
487697.9706290573,2532814.81732146
487655.9253728073,2532721.5967068765
487548.17782489065,2532990.9966693767
487549.60626864067,2532967.55125896
487478.68100405735,2532929.7310318765
487715.51026655734,2532793.7017985433
487496.90602489066,2533005.16724646
487676.329358224,2532739.00009646
487739.767664474,2533010.25707146
487576.35137280734,2532820.50356521
487713.21869780734,2532740.77863396
487659.4891728073,2532830.23342146
487687.9842123907,2532876.5226735435
487571.2923936407,2532645.053925627
487738.071101974,2532907.510344377
487637.368351974,2532857.2247693767
487614.90776864067,2532881.2817360433
487615.962026974,2532682.6988818767
487562.126808224,2532869.1295422935
487673.2016123907,2532664.62816521
487481.885795724,2532992.4062027102
487699.164670724,2532771.70573396
487607.40444989066,2532858.1090943767
487591.971545724,2532997.04336021
487691.79818530736,2532900.580519377
487631.14420614066,2532721.5577631267
487666.790070724,2532709.2052422934
487580.9851228073,2532989.63686521
487572.080851974,2533004.2608193764
487649.54624780733,2532741.614988127
487582.77070405736,2532982.494587085
487763.82612280734,2532975.657773543
487682.3551228073,2532643.9746985435
487696.30381030735,2532618.8189985435
487569.9899290573,2533007.2452214602
487707.10031030735,2532844.9112506267
487534.79229989066,2532975.77760271
487687.3931540573,2532855.087044377
487646.34327905736,2532716.9740818767
487562.61133739067,2532956.79045271
487677.953651974,2532768.17489021
487523.90582280734,2532956.21275271
487514.830201974,2532992.83094646
487580.122489474,2533007.3933943766
487686.62419155735,2532735.66133396
487571.247570724,2532985.1355068767
487677.23806030734,2532759.945925627
487578.0140478073,2532809.863694377
487547.2701436407,2533030.02138021
487467.94364989066,2532974.5546110435
487698.7670603073,2532865.15910896
487552.10599780735,2532909.536048543
487661.1485811407,2532731.14938396
487551.4863623907,2532876.76499646
487581.362633224,2532868.098492293
487677.823883224,2532891.33007146
487568.96773530735,2532651.3207797934
487630.27509364067,2532732.49097146
487676.06738530734,2532715.59087771
487575.8052061407,2532926.594194377
487577.266351974,2532899.3520047935
487727.94045614067,2532903.540286043
487656.6846853073,2532784.1678443765
487490.0527061407,2532934.794961043
487669.355070724,2533007.15783396
487674.088401974,2532815.5981943766
487690.1919623907,2532885.1431089602
487598.785539474,2532625.587323543
487547.762839474,2533010.4068031264
487563.200726974,2532939.9592922935
487537.997233224,2533010.1652904185
487687.3288811407,2532710.696261043
487709.7514436407,2532864.70842146
487519.7723123907,2532982.390516043
487682.787101974,2532859.0673631267
487703.29488114064,2532745.1091860435
487563.70362280734,2532980.11197146
487682.990051974,2532819.4603610435
487598.146851974,2532629.3402297935
487686.92014364066,2532881.226711043
487698.703095724,2532874.79799021
487675.37923530734,2532666.407106877
487546.83531030733,2533015.0360150016
487658.36477905733,2532779.7012485433
487703.52440614067,2532860.80644646
487562.788945724,2533000.114297293
487666.1713936407,2532790.616500627
487487.920633224,2532997.4427018766
487722.39427489066,2532889.9672985435
487567.882851974,2533010.9557031267
487696.4380811407,2532761.2540610433
487722.50336864067,2532746.8728735433
487591.712845724,2532673.98909021
487683.3889478073,2532765.40372771
487587.72558114066,2533032.2382310433
487538.25283739064,2533026.1734212516
487615.29956030735,2532735.2809985434
487539.24601864064,2533006.5046554185
487679.842389474,2532674.44135271
487690.4022061407,2532742.1151172933
487522.031783224,2532980.522574377
487626.785558224,2532714.3834235435
487682.6226436407,2532889.18315271
487607.7351915573,2532995.323017293
487654.9092603073,2532709.26168396
487688.1049478073,2532785.089004793
487686.905714474,2532760.1210506265
487524.6274686407,2532944.911669377
487686.95090405736,2532890.01316521
487736.5911436407,2532809.2651693765
487727.55464364064,2532799.7650318765
487529.25923530734,2532925.735898543
487687.902808224,2532712.70316521
487592.007026974,2532645.7226756266
487681.55481030734,2532700.6471110433
487553.08595614065,2532914.5035068765
487623.394695724,2532654.2049985435
487549.90990405733,2533022.74198396
487556.77733114065,2533032.1799516683
487583.125070724,2532920.95532146
487628.1846936407,2533000.6190922935
487573.690914474,2533021.218418752
487734.1290040573,2532836.533242293
487706.1249686407,2532949.20381521
487631.93190405733,2532705.98716521
487714.72695614066,2532834.8632631265
487627.4111790573,2532670.9687547935
487668.528539474,2533000.9402768766
487616.518489474,2532861.3106381265
487722.0640728073,2532801.7886443767
487680.0715811407,2532767.6443006266
487591.50374155736,2532956.93107146
487556.289864474,2532972.675925627
487662.213839474,2532703.3350193766
487582.694851974,2533014.6697429186
487568.5987165573,2533028.3123866683
487737.27105405735,2532790.2993631265
487669.264926974,2532755.344998543
487608.274039474,2532725.29012771
487513.839008224,2532949.0535402102
487530.5981748907,2532957.9927193765
487553.5588728073,2532979.778348543
487657.2835728073,2532735.30572771
487542.8238811407,2533021.349962085
487532.514258224,2532593.7227068767
487574.267289474,2532980.1858485434
487561.183676974,2533006.221127085
487708.59841655736,2532856.00082146
487602.6359686407,2532979.302911043
487744.49726864067,2532841.4343631268
487671.982101974,2532885.69207771
487682.6547748907,2532789.4640172934
487510.82335614064,2533012.341522502
